h0 [SinglePointCrossover,BitFlipMutation] 165888
h1 [SinglePointCrossover,LoopMoveOperator] 166843
h2 [SinglePointCrossover,LocalMoveOperator] 166654
h3 [SinglePointCrossover,SegmentMutation] 166736
h4 [SinglePointCrossover,OppositeMoveOperator] 166660
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 166834
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 166717
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 166889
h8 [IntegerTwoPointsCrossover,SegmentMutation] 166676
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 166613
h10 [MultiPointsCrossover,BitFlipMutation] 167168
h11 [MultiPointsCrossover,LoopMoveOperator] 166382
h12 [MultiPointsCrossover,LocalMoveOperator] 166830
h13 [MultiPointsCrossover,SegmentMutation] 166255
h14 [MultiPointsCrossover,OppositeMoveOperator] 166855
