h0 [SinglePointCrossover,BitFlipMutation] 8450
h1 [SinglePointCrossover,LoopMoveOperator] 8235
h2 [SinglePointCrossover,LocalMoveOperator] 8419
h3 [SinglePointCrossover,SegmentMutation] 8177
h4 [SinglePointCrossover,OppositeMoveOperator] 8194
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 8271
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 8172
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 8290
h8 [IntegerTwoPointsCrossover,SegmentMutation] 8371
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 8227
h10 [MultiPointsCrossover,BitFlipMutation] 8549
h11 [MultiPointsCrossover,LoopMoveOperator] 8310
h12 [MultiPointsCrossover,LocalMoveOperator] 8441
h13 [MultiPointsCrossover,SegmentMutation] 8203
h14 [MultiPointsCrossover,OppositeMoveOperator] 8441
