h0 [SinglePointCrossover,BitFlipMutation] 166868
h1 [SinglePointCrossover,LoopMoveOperator] 166683
h2 [SinglePointCrossover,LocalMoveOperator] 167336
h3 [SinglePointCrossover,SegmentMutation] 167109
h4 [SinglePointCrossover,OppositeMoveOperator] 167109
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 166493
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 166500
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 166610
h8 [IntegerTwoPointsCrossover,SegmentMutation] 166830
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 165804
h10 [MultiPointsCrossover,BitFlipMutation] 167439
h11 [MultiPointsCrossover,LoopMoveOperator] 166441
h12 [MultiPointsCrossover,LocalMoveOperator] 166094
h13 [MultiPointsCrossover,SegmentMutation] 166910
h14 [MultiPointsCrossover,OppositeMoveOperator] 165774
