h0 [SinglePointCrossover,BitFlipMutation] 16676
h1 [SinglePointCrossover,LoopMoveOperator] 16647
h2 [SinglePointCrossover,LocalMoveOperator] 16671
h3 [SinglePointCrossover,SegmentMutation] 16690
h4 [SinglePointCrossover,OppositeMoveOperator] 16870
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 16619
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 16717
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 16384
h8 [IntegerTwoPointsCrossover,SegmentMutation] 16608
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 16696
h10 [MultiPointsCrossover,BitFlipMutation] 16689
h11 [MultiPointsCrossover,LoopMoveOperator] 16637
h12 [MultiPointsCrossover,LocalMoveOperator] 16674
h13 [MultiPointsCrossover,SegmentMutation] 16755
h14 [MultiPointsCrossover,OppositeMoveOperator] 16667
