h0 [SinglePointCrossover,BitFlipMutation] 8368
h1 [SinglePointCrossover,LoopMoveOperator] 8338
h2 [SinglePointCrossover,LocalMoveOperator] 8384
h3 [SinglePointCrossover,SegmentMutation] 8251
h4 [SinglePointCrossover,OppositeMoveOperator] 8329
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 8327
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 8186
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 8228
h8 [IntegerTwoPointsCrossover,SegmentMutation] 8344
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 8410
h10 [MultiPointsCrossover,BitFlipMutation] 8324
h11 [MultiPointsCrossover,LoopMoveOperator] 8353
h12 [MultiPointsCrossover,LocalMoveOperator] 8298
h13 [MultiPointsCrossover,SegmentMutation] 8287
h14 [MultiPointsCrossover,OppositeMoveOperator] 8323
