h0 [SinglePointCrossover,BitFlipMutation] 837
h1 [SinglePointCrossover,LoopMoveOperator] 831
h2 [SinglePointCrossover,LocalMoveOperator] 814
h3 [SinglePointCrossover,SegmentMutation] 846
h4 [SinglePointCrossover,OppositeMoveOperator] 821
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 828
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 857
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 799
h8 [IntegerTwoPointsCrossover,SegmentMutation] 821
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 842
h10 [MultiPointsCrossover,BitFlipMutation] 833
h11 [MultiPointsCrossover,LoopMoveOperator] 852
h12 [MultiPointsCrossover,LocalMoveOperator] 821
h13 [MultiPointsCrossover,SegmentMutation] 840
h14 [MultiPointsCrossover,OppositeMoveOperator] 808
