h0 [SinglePointCrossover,BitFlipMutation] 16919
h1 [SinglePointCrossover,LoopMoveOperator] 16774
h2 [SinglePointCrossover,LocalMoveOperator] 16868
h3 [SinglePointCrossover,SegmentMutation] 16536
h4 [SinglePointCrossover,OppositeMoveOperator] 16354
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 16641
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 16559
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 16747
h8 [IntegerTwoPointsCrossover,SegmentMutation] 16810
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 16592
h10 [MultiPointsCrossover,BitFlipMutation] 16689
h11 [MultiPointsCrossover,LoopMoveOperator] 16614
h12 [MultiPointsCrossover,LocalMoveOperator] 16817
h13 [MultiPointsCrossover,SegmentMutation] 16608
h14 [MultiPointsCrossover,OppositeMoveOperator] 16472
