h0 [SinglePointCrossover,BitFlipMutation] 166139
h1 [SinglePointCrossover,LoopMoveOperator] 167112
h2 [SinglePointCrossover,LocalMoveOperator] 166616
h3 [SinglePointCrossover,SegmentMutation] 166231
h4 [SinglePointCrossover,OppositeMoveOperator] 167002
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 166865
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 167519
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 166924
h8 [IntegerTwoPointsCrossover,SegmentMutation] 166502
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 166567
h10 [MultiPointsCrossover,BitFlipMutation] 166755
h11 [MultiPointsCrossover,LoopMoveOperator] 166445
h12 [MultiPointsCrossover,LocalMoveOperator] 166033
h13 [MultiPointsCrossover,SegmentMutation] 166666
h14 [MultiPointsCrossover,OppositeMoveOperator] 166624
