h0 [SinglePointCrossover,BitFlipMutation] 8254
h1 [SinglePointCrossover,LoopMoveOperator] 8255
h2 [SinglePointCrossover,LocalMoveOperator] 8465
h3 [SinglePointCrossover,SegmentMutation] 8178
h4 [SinglePointCrossover,OppositeMoveOperator] 8130
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 8394
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 8347
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 8425
h8 [IntegerTwoPointsCrossover,SegmentMutation] 8294
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 8344
h10 [MultiPointsCrossover,BitFlipMutation] 8347
h11 [MultiPointsCrossover,LoopMoveOperator] 8278
h12 [MultiPointsCrossover,LocalMoveOperator] 8341
h13 [MultiPointsCrossover,SegmentMutation] 8405
h14 [MultiPointsCrossover,OppositeMoveOperator] 8293
