h0 [SinglePointCrossover,BitFlipMutation] 167320
h1 [SinglePointCrossover,LoopMoveOperator] 166246
h2 [SinglePointCrossover,LocalMoveOperator] 166866
h3 [SinglePointCrossover,SegmentMutation] 166503
h4 [SinglePointCrossover,OppositeMoveOperator] 166419
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 166939
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 166480
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 166871
h8 [IntegerTwoPointsCrossover,SegmentMutation] 167343
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 167428
h10 [MultiPointsCrossover,BitFlipMutation] 166562
h11 [MultiPointsCrossover,LoopMoveOperator] 166200
h12 [MultiPointsCrossover,LocalMoveOperator] 165358
h13 [MultiPointsCrossover,SegmentMutation] 167084
h14 [MultiPointsCrossover,OppositeMoveOperator] 166381
