1,202202210020000010,-8.0,4.47213595499958
2,012210212201112222,-8.0,5.385164807134504
2,210002002001200100,-7.0,5.0
3,010022010010220000,-9.0,5.0
4,100110101122102212,-7.0,5.0
5,210000020010020000,-8.0,5.0
6,010012210000220000,-9.0,5.0
7,010002220000020000,-9.0,5.0
8,221120222202222211,-6.0,4.47213595499958
8,112210222222222211,-8.0,5.385164807134504
9,212201222000110122,-7.0,5.0
10,010002020000022000,-9.0,5.0
11,010012220010020000,-9.0,5.0
12,020021010001122010,-8.0,5.0
13,000011001200120010,-7.0,5.0
14,100022120010020010,-7.0,5.0
15,010022220000022000,-9.0,5.0
15,110020022122221222,-4.0,4.47213595499958
16,010012020010120000,-9.0,5.0
17,010002010000120010,-9.0,5.0
18,202202210020020000,-8.0,4.47213595499958
19,112210221212122222,-7.0,5.0
19,212210221212122211,-8.0,5.656854249492381
20,010010200200020000,-5.0,4.47213595499958
20,010001000100020000,-7.0,5.0
21,210002010010010000,-8.0,5.385164807134504
21,010002002000010100,-7.0,5.0
22,020020001210000000,-8.0,4.47213595499958
23,010022220000020000,-9.0,5.0
24,010002220010022010,-9.0,5.0
25,010001001002202212,-8.0,5.385164807134504
25,222222222202222112,-6.0,4.47213595499958
26,010022220000020010,-9.0,5.0
27,212220212222120000,-8.0,5.0
28,212220212222220000,-8.0,5.0
29,212202122000020000,-8.0,5.0
29,110020000222202202,-6.0,4.47213595499958
30,010011220010010010,-8.0,5.0
1,010012020000222000,-9.0,5.0
2,100022210020020000,-8.0,5.385164807134504
3,010022010010120000,-9.0,5.0
4,020020012210000000,-8.0,4.47213595499958
5,212220212202220000,-8.0,5.0
6,010002020000120000,-9.0,5.0
7,212211220210000000,-8.0,5.0
8,010010102212102212,-8.0,5.0
9,202222211020020010,-8.0,4.47213595499958
10,202222210012222202,-8.0,5.0990195135927845
11,222100002001011001,-2.0,4.47213595499958
11,010002220010020010,-9.0,5.0
12,212210212202120000,-8.0,5.0
13,010002010010120010,-9.0,5.0
14,200001220000120010,-7.0,5.0
