h0 [SinglePointCrossover,BitFlipMutation] 83177
h1 [SinglePointCrossover,LoopMoveOperator] 83597
h2 [SinglePointCrossover,LocalMoveOperator] 83668
h3 [SinglePointCrossover,SegmentMutation] 83229
h4 [SinglePointCrossover,OppositeMoveOperator] 83338
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 83452
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 82917
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 82923
h8 [IntegerTwoPointsCrossover,SegmentMutation] 83000
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 83146
h10 [MultiPointsCrossover,BitFlipMutation] 83723
h11 [MultiPointsCrossover,LoopMoveOperator] 83117
h12 [MultiPointsCrossover,LocalMoveOperator] 83544
h13 [MultiPointsCrossover,SegmentMutation] 83063
h14 [MultiPointsCrossover,OppositeMoveOperator] 83606
