h0 [SinglePointCrossover,BitFlipMutation] 8303
h1 [SinglePointCrossover,LoopMoveOperator] 8359
h2 [SinglePointCrossover,LocalMoveOperator] 8336
h3 [SinglePointCrossover,SegmentMutation] 8263
h4 [SinglePointCrossover,OppositeMoveOperator] 8331
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 8183
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 8481
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 8243
h8 [IntegerTwoPointsCrossover,SegmentMutation] 8377
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 8408
h10 [MultiPointsCrossover,BitFlipMutation] 8204
h11 [MultiPointsCrossover,LoopMoveOperator] 8312
h12 [MultiPointsCrossover,LocalMoveOperator] 8381
h13 [MultiPointsCrossover,SegmentMutation] 8176
h14 [MultiPointsCrossover,OppositeMoveOperator] 8393
