h0 [SinglePointCrossover,BitFlipMutation] 8428
h1 [SinglePointCrossover,LoopMoveOperator] 8326
h2 [SinglePointCrossover,LocalMoveOperator] 8246
h3 [SinglePointCrossover,SegmentMutation] 8393
h4 [SinglePointCrossover,OppositeMoveOperator] 8357
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 8354
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 8340
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 8131
h8 [IntegerTwoPointsCrossover,SegmentMutation] 8255
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 8181
h10 [MultiPointsCrossover,BitFlipMutation] 8241
h11 [MultiPointsCrossover,LoopMoveOperator] 8373
h12 [MultiPointsCrossover,LocalMoveOperator] 8394
h13 [MultiPointsCrossover,SegmentMutation] 8392
h14 [MultiPointsCrossover,OppositeMoveOperator] 8339
