h0 [SinglePointCrossover,BitFlipMutation] 166434
h1 [SinglePointCrossover,LoopMoveOperator] 166677
h2 [SinglePointCrossover,LocalMoveOperator] 166451
h3 [SinglePointCrossover,SegmentMutation] 166332
h4 [SinglePointCrossover,OppositeMoveOperator] 167265
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 167263
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 166312
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 166069
h8 [IntegerTwoPointsCrossover,SegmentMutation] 166583
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 166763
h10 [MultiPointsCrossover,BitFlipMutation] 166881
h11 [MultiPointsCrossover,LoopMoveOperator] 167210
h12 [MultiPointsCrossover,LocalMoveOperator] 166782
h13 [MultiPointsCrossover,SegmentMutation] 166601
h14 [MultiPointsCrossover,OppositeMoveOperator] 166377
