h0 [SinglePointCrossover,BitFlipMutation] 1656
h1 [SinglePointCrossover,LoopMoveOperator] 1616
h2 [SinglePointCrossover,LocalMoveOperator] 1633
h3 [SinglePointCrossover,SegmentMutation] 1681
h4 [SinglePointCrossover,OppositeMoveOperator] 1644
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1750
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1711
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1655
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1657
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1712
h10 [MultiPointsCrossover,BitFlipMutation] 1670
h11 [MultiPointsCrossover,LoopMoveOperator] 1592
h12 [MultiPointsCrossover,LocalMoveOperator] 1707
h13 [MultiPointsCrossover,SegmentMutation] 1639
h14 [MultiPointsCrossover,OppositeMoveOperator] 1677
