h0 [SinglePointCrossover,BitFlipMutation] 83373
h1 [SinglePointCrossover,LoopMoveOperator] 83462
h2 [SinglePointCrossover,LocalMoveOperator] 82938
h3 [SinglePointCrossover,SegmentMutation] 82993
h4 [SinglePointCrossover,OppositeMoveOperator] 83325
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 83477
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 83636
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 82855
h8 [IntegerTwoPointsCrossover,SegmentMutation] 83058
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 83460
h10 [MultiPointsCrossover,BitFlipMutation] 83286
h11 [MultiPointsCrossover,LoopMoveOperator] 83755
h12 [MultiPointsCrossover,LocalMoveOperator] 83166
h13 [MultiPointsCrossover,SegmentMutation] 83636
h14 [MultiPointsCrossover,OppositeMoveOperator] 83080
