h0 [SinglePointCrossover,BitFlipMutation] 8261
h1 [SinglePointCrossover,LoopMoveOperator] 8339
h2 [SinglePointCrossover,LocalMoveOperator] 8371
h3 [SinglePointCrossover,SegmentMutation] 8289
h4 [SinglePointCrossover,OppositeMoveOperator] 8226
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 8298
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 8333
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 8286
h8 [IntegerTwoPointsCrossover,SegmentMutation] 8326
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 8475
h10 [MultiPointsCrossover,BitFlipMutation] 8440
h11 [MultiPointsCrossover,LoopMoveOperator] 8212
h12 [MultiPointsCrossover,LocalMoveOperator] 8269
h13 [MultiPointsCrossover,SegmentMutation] 8210
h14 [MultiPointsCrossover,OppositeMoveOperator] 8415
