h0 [SinglePointCrossover,BitFlipMutation] 166911
h1 [SinglePointCrossover,LoopMoveOperator] 166719
h2 [SinglePointCrossover,LocalMoveOperator] 166151
h3 [SinglePointCrossover,SegmentMutation] 166465
h4 [SinglePointCrossover,OppositeMoveOperator] 166853
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 166659
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 166466
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 167033
h8 [IntegerTwoPointsCrossover,SegmentMutation] 166637
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 166790
h10 [MultiPointsCrossover,BitFlipMutation] 166700
h11 [MultiPointsCrossover,LoopMoveOperator] 165919
h12 [MultiPointsCrossover,LocalMoveOperator] 167489
h13 [MultiPointsCrossover,SegmentMutation] 165890
h14 [MultiPointsCrossover,OppositeMoveOperator] 167318
