h0 [SinglePointCrossover,BitFlipMutation] 8227
h1 [SinglePointCrossover,LoopMoveOperator] 8187
h2 [SinglePointCrossover,LocalMoveOperator] 8252
h3 [SinglePointCrossover,SegmentMutation] 8375
h4 [SinglePointCrossover,OppositeMoveOperator] 8435
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 8474
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 8359
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 8337
h8 [IntegerTwoPointsCrossover,SegmentMutation] 8190
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 8439
h10 [MultiPointsCrossover,BitFlipMutation] 8228
h11 [MultiPointsCrossover,LoopMoveOperator] 8346
h12 [MultiPointsCrossover,LocalMoveOperator] 8301
h13 [MultiPointsCrossover,SegmentMutation] 8309
h14 [MultiPointsCrossover,OppositeMoveOperator] 8291
