h0 [SinglePointCrossover,BitFlipMutation] 8187
h1 [SinglePointCrossover,LoopMoveOperator] 8267
h2 [SinglePointCrossover,LocalMoveOperator] 8310
h3 [SinglePointCrossover,SegmentMutation] 8266
h4 [SinglePointCrossover,OppositeMoveOperator] 8442
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 8278
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 8378
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 8278
h8 [IntegerTwoPointsCrossover,SegmentMutation] 8373
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 8502
h10 [MultiPointsCrossover,BitFlipMutation] 8345
h11 [MultiPointsCrossover,LoopMoveOperator] 8312
h12 [MultiPointsCrossover,LocalMoveOperator] 8348
h13 [MultiPointsCrossover,SegmentMutation] 8232
h14 [MultiPointsCrossover,OppositeMoveOperator] 8232
