h0 [SinglePointCrossover,BitFlipMutation] 8244
h1 [SinglePointCrossover,LoopMoveOperator] 8328
h2 [SinglePointCrossover,LocalMoveOperator] 8422
h3 [SinglePointCrossover,SegmentMutation] 8259
h4 [SinglePointCrossover,OppositeMoveOperator] 8310
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 8472
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 8345
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 8223
h8 [IntegerTwoPointsCrossover,SegmentMutation] 8310
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 8264
h10 [MultiPointsCrossover,BitFlipMutation] 8290
h11 [MultiPointsCrossover,LoopMoveOperator] 8432
h12 [MultiPointsCrossover,LocalMoveOperator] 8245
h13 [MultiPointsCrossover,SegmentMutation] 8288
h14 [MultiPointsCrossover,OppositeMoveOperator] 8318
