h0 [SinglePointCrossover,BitFlipMutation] 83401
h1 [SinglePointCrossover,LoopMoveOperator] 83133
h2 [SinglePointCrossover,LocalMoveOperator] 83645
h3 [SinglePointCrossover,SegmentMutation] 83078
h4 [SinglePointCrossover,OppositeMoveOperator] 83268
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 83446
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 83421
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 83071
h8 [IntegerTwoPointsCrossover,SegmentMutation] 83143
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 83424
h10 [MultiPointsCrossover,BitFlipMutation] 83958
h11 [MultiPointsCrossover,LoopMoveOperator] 82979
h12 [MultiPointsCrossover,LocalMoveOperator] 83197
h13 [MultiPointsCrossover,SegmentMutation] 83072
h14 [MultiPointsCrossover,OppositeMoveOperator] 83264
