h0 [SinglePointCrossover,BitFlipMutation] 16656
h1 [SinglePointCrossover,LoopMoveOperator] 16801
h2 [SinglePointCrossover,LocalMoveOperator] 16594
h3 [SinglePointCrossover,SegmentMutation] 16483
h4 [SinglePointCrossover,OppositeMoveOperator] 16489
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 16699
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 16795
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 16695
h8 [IntegerTwoPointsCrossover,SegmentMutation] 16800
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 16524
h10 [MultiPointsCrossover,BitFlipMutation] 16734
h11 [MultiPointsCrossover,LoopMoveOperator] 16731
h12 [MultiPointsCrossover,LocalMoveOperator] 16689
h13 [MultiPointsCrossover,SegmentMutation] 16731
h14 [MultiPointsCrossover,OppositeMoveOperator] 16579
