h0 [SinglePointCrossover,BitFlipMutation] 166801
h1 [SinglePointCrossover,LoopMoveOperator] 166570
h2 [SinglePointCrossover,LocalMoveOperator] 166895
h3 [SinglePointCrossover,SegmentMutation] 166475
h4 [SinglePointCrossover,OppositeMoveOperator] 166913
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 166190
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 166692
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 166889
h8 [IntegerTwoPointsCrossover,SegmentMutation] 166232
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 166637
h10 [MultiPointsCrossover,BitFlipMutation] 167319
h11 [MultiPointsCrossover,LoopMoveOperator] 166486
h12 [MultiPointsCrossover,LocalMoveOperator] 166760
h13 [MultiPointsCrossover,SegmentMutation] 166338
h14 [MultiPointsCrossover,OppositeMoveOperator] 166803
