h0 [SinglePointCrossover,BitFlipMutation] 808
h1 [SinglePointCrossover,LoopMoveOperator] 884
h2 [SinglePointCrossover,LocalMoveOperator] 844
h3 [SinglePointCrossover,SegmentMutation] 810
h4 [SinglePointCrossover,OppositeMoveOperator] 844
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 834
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 831
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 842
h8 [IntegerTwoPointsCrossover,SegmentMutation] 820
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 823
h10 [MultiPointsCrossover,BitFlipMutation] 829
h11 [MultiPointsCrossover,LoopMoveOperator] 835
h12 [MultiPointsCrossover,LocalMoveOperator] 807
h13 [MultiPointsCrossover,SegmentMutation] 791
h14 [MultiPointsCrossover,OppositeMoveOperator] 848
