h0 [SinglePointCrossover,BitFlipMutation] 166864
h1 [SinglePointCrossover,LoopMoveOperator] 166167
h2 [SinglePointCrossover,LocalMoveOperator] 166523
h3 [SinglePointCrossover,SegmentMutation] 166409
h4 [SinglePointCrossover,OppositeMoveOperator] 167242
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 167032
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 167235
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 166250
h8 [IntegerTwoPointsCrossover,SegmentMutation] 166915
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 166571
h10 [MultiPointsCrossover,BitFlipMutation] 165926
h11 [MultiPointsCrossover,LoopMoveOperator] 166972
h12 [MultiPointsCrossover,LocalMoveOperator] 165980
h13 [MultiPointsCrossover,SegmentMutation] 167253
h14 [MultiPointsCrossover,OppositeMoveOperator] 166661
