h0 [SinglePointCrossover,BitFlipMutation] 166472
h1 [SinglePointCrossover,LoopMoveOperator] 166233
h2 [SinglePointCrossover,LocalMoveOperator] 166367
h3 [SinglePointCrossover,SegmentMutation] 166072
h4 [SinglePointCrossover,OppositeMoveOperator] 167351
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 167050
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 166278
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 166706
h8 [IntegerTwoPointsCrossover,SegmentMutation] 165771
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 167039
h10 [MultiPointsCrossover,BitFlipMutation] 166731
h11 [MultiPointsCrossover,LoopMoveOperator] 167334
h12 [MultiPointsCrossover,LocalMoveOperator] 166491
h13 [MultiPointsCrossover,SegmentMutation] 167530
h14 [MultiPointsCrossover,OppositeMoveOperator] 166575
