h0 [SinglePointCrossover,BitFlipMutation] 8334
h1 [SinglePointCrossover,LoopMoveOperator] 8199
h2 [SinglePointCrossover,LocalMoveOperator] 8388
h3 [SinglePointCrossover,SegmentMutation] 8213
h4 [SinglePointCrossover,OppositeMoveOperator] 8309
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 8371
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 8303
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 8424
h8 [IntegerTwoPointsCrossover,SegmentMutation] 8195
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 8209
h10 [MultiPointsCrossover,BitFlipMutation] 8363
h11 [MultiPointsCrossover,LoopMoveOperator] 8552
h12 [MultiPointsCrossover,LocalMoveOperator] 8495
h13 [MultiPointsCrossover,SegmentMutation] 8149
h14 [MultiPointsCrossover,OppositeMoveOperator] 8246
