h0 [SinglePointCrossover,BitFlipMutation] 166414
h1 [SinglePointCrossover,LoopMoveOperator] 167189
h2 [SinglePointCrossover,LocalMoveOperator] 166852
h3 [SinglePointCrossover,SegmentMutation] 167241
h4 [SinglePointCrossover,OppositeMoveOperator] 166496
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 166660
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 166257
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 167334
h8 [IntegerTwoPointsCrossover,SegmentMutation] 165745
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 167351
h10 [MultiPointsCrossover,BitFlipMutation] 166026
h11 [MultiPointsCrossover,LoopMoveOperator] 166315
h12 [MultiPointsCrossover,LocalMoveOperator] 166717
h13 [MultiPointsCrossover,SegmentMutation] 166901
h14 [MultiPointsCrossover,OppositeMoveOperator] 166502
