h0 [SinglePointCrossover,BitFlipMutation] 8427
h1 [SinglePointCrossover,LoopMoveOperator] 8197
h2 [SinglePointCrossover,LocalMoveOperator] 8308
h3 [SinglePointCrossover,SegmentMutation] 8470
h4 [SinglePointCrossover,OppositeMoveOperator] 8450
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 8297
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 8300
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 8276
h8 [IntegerTwoPointsCrossover,SegmentMutation] 8418
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 8123
h10 [MultiPointsCrossover,BitFlipMutation] 8345
h11 [MultiPointsCrossover,LoopMoveOperator] 8269
h12 [MultiPointsCrossover,LocalMoveOperator] 8345
h13 [MultiPointsCrossover,SegmentMutation] 8114
h14 [MultiPointsCrossover,OppositeMoveOperator] 8411
