h0 [SinglePointCrossover,BitFlipMutation] 167126
h1 [SinglePointCrossover,LoopMoveOperator] 166430
h2 [SinglePointCrossover,LocalMoveOperator] 166072
h3 [SinglePointCrossover,SegmentMutation] 167143
h4 [SinglePointCrossover,OppositeMoveOperator] 167094
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 166624
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 166332
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 166848
h8 [IntegerTwoPointsCrossover,SegmentMutation] 167128
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 165469
h10 [MultiPointsCrossover,BitFlipMutation] 167182
h11 [MultiPointsCrossover,LoopMoveOperator] 166420
h12 [MultiPointsCrossover,LocalMoveOperator] 166688
h13 [MultiPointsCrossover,SegmentMutation] 166900
h14 [MultiPointsCrossover,OppositeMoveOperator] 166544
