h0 [SinglePointCrossover,BitFlipMutation] 8253
h1 [SinglePointCrossover,LoopMoveOperator] 8207
h2 [SinglePointCrossover,LocalMoveOperator] 8325
h3 [SinglePointCrossover,SegmentMutation] 8084
h4 [SinglePointCrossover,OppositeMoveOperator] 8280
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 8265
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 8440
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 8285
h8 [IntegerTwoPointsCrossover,SegmentMutation] 8369
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 8363
h10 [MultiPointsCrossover,BitFlipMutation] 8361
h11 [MultiPointsCrossover,LoopMoveOperator] 8486
h12 [MultiPointsCrossover,LocalMoveOperator] 8273
h13 [MultiPointsCrossover,SegmentMutation] 8466
h14 [MultiPointsCrossover,OppositeMoveOperator] 8293
