h0 [SinglePointCrossover,BitFlipMutation] 8394
h1 [SinglePointCrossover,LoopMoveOperator] 8336
h2 [SinglePointCrossover,LocalMoveOperator] 8176
h3 [SinglePointCrossover,SegmentMutation] 8310
h4 [SinglePointCrossover,OppositeMoveOperator] 8259
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 8303
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 8472
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 8203
h8 [IntegerTwoPointsCrossover,SegmentMutation] 8400
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 8410
h10 [MultiPointsCrossover,BitFlipMutation] 8353
h11 [MultiPointsCrossover,LoopMoveOperator] 8332
h12 [MultiPointsCrossover,LocalMoveOperator] 8312
h13 [MultiPointsCrossover,SegmentMutation] 8225
h14 [MultiPointsCrossover,OppositeMoveOperator] 8265
