h0 [SinglePointCrossover,BitFlipMutation] 8315
h1 [SinglePointCrossover,LoopMoveOperator] 8308
h2 [SinglePointCrossover,LocalMoveOperator] 8303
h3 [SinglePointCrossover,SegmentMutation] 8164
h4 [SinglePointCrossover,OppositeMoveOperator] 8207
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 8338
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 8212
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 8482
h8 [IntegerTwoPointsCrossover,SegmentMutation] 8445
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 8271
h10 [MultiPointsCrossover,BitFlipMutation] 8147
h11 [MultiPointsCrossover,LoopMoveOperator] 8371
h12 [MultiPointsCrossover,LocalMoveOperator] 8309
h13 [MultiPointsCrossover,SegmentMutation] 8331
h14 [MultiPointsCrossover,OppositeMoveOperator] 8547
