h0 [SinglePointCrossover,BitFlipMutation] 8214
h1 [SinglePointCrossover,LoopMoveOperator] 8258
h2 [SinglePointCrossover,LocalMoveOperator] 8173
h3 [SinglePointCrossover,SegmentMutation] 8318
h4 [SinglePointCrossover,OppositeMoveOperator] 8323
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 8377
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 8446
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 8274
h8 [IntegerTwoPointsCrossover,SegmentMutation] 8252
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 8381
h10 [MultiPointsCrossover,BitFlipMutation] 8271
h11 [MultiPointsCrossover,LoopMoveOperator] 8477
h12 [MultiPointsCrossover,LocalMoveOperator] 8269
h13 [MultiPointsCrossover,SegmentMutation] 8345
h14 [MultiPointsCrossover,OppositeMoveOperator] 8372
