h0 [SinglePointCrossover,BitFlipMutation] 83644
h1 [SinglePointCrossover,LoopMoveOperator] 83316
h2 [SinglePointCrossover,LocalMoveOperator] 83265
h3 [SinglePointCrossover,SegmentMutation] 83488
h4 [SinglePointCrossover,OppositeMoveOperator] 82840
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 83262
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 82995
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 82918
h8 [IntegerTwoPointsCrossover,SegmentMutation] 83318
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 83416
h10 [MultiPointsCrossover,BitFlipMutation] 83401
h11 [MultiPointsCrossover,LoopMoveOperator] 83374
h12 [MultiPointsCrossover,LocalMoveOperator] 83339
h13 [MultiPointsCrossover,SegmentMutation] 83074
h14 [MultiPointsCrossover,OppositeMoveOperator] 83100
