h0 [SinglePointCrossover,BitFlipMutation] 826
h1 [SinglePointCrossover,LoopMoveOperator] 853
h2 [SinglePointCrossover,LocalMoveOperator] 820
h3 [SinglePointCrossover,SegmentMutation] 784
h4 [SinglePointCrossover,OppositeMoveOperator] 833
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 824
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 876
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 828
h8 [IntegerTwoPointsCrossover,SegmentMutation] 857
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 847
h10 [MultiPointsCrossover,BitFlipMutation] 842
h11 [MultiPointsCrossover,LoopMoveOperator] 842
h12 [MultiPointsCrossover,LocalMoveOperator] 804
h13 [MultiPointsCrossover,SegmentMutation] 808
h14 [MultiPointsCrossover,OppositeMoveOperator] 806
