h0 [SinglePointCrossover,BitFlipMutation] 8321
h1 [SinglePointCrossover,LoopMoveOperator] 8410
h2 [SinglePointCrossover,LocalMoveOperator] 8247
h3 [SinglePointCrossover,SegmentMutation] 8337
h4 [SinglePointCrossover,OppositeMoveOperator] 8421
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 8201
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 8112
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 8499
h8 [IntegerTwoPointsCrossover,SegmentMutation] 8398
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 8398
h10 [MultiPointsCrossover,BitFlipMutation] 8360
h11 [MultiPointsCrossover,LoopMoveOperator] 8181
h12 [MultiPointsCrossover,LocalMoveOperator] 8329
h13 [MultiPointsCrossover,SegmentMutation] 8236
h14 [MultiPointsCrossover,OppositeMoveOperator] 8300
