h0 [SinglePointCrossover,BitFlipMutation] 83038
h1 [SinglePointCrossover,LoopMoveOperator] 83146
h2 [SinglePointCrossover,LocalMoveOperator] 83302
h3 [SinglePointCrossover,SegmentMutation] 83566
h4 [SinglePointCrossover,OppositeMoveOperator] 83176
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 83105
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 82693
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 83207
h8 [IntegerTwoPointsCrossover,SegmentMutation] 83818
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 83340
h10 [MultiPointsCrossover,BitFlipMutation] 83772
h11 [MultiPointsCrossover,LoopMoveOperator] 83266
h12 [MultiPointsCrossover,LocalMoveOperator] 83558
h13 [MultiPointsCrossover,SegmentMutation] 83353
h14 [MultiPointsCrossover,OppositeMoveOperator] 83160
