h0 [SinglePointCrossover,BitFlipMutation] 8352
h1 [SinglePointCrossover,LoopMoveOperator] 8295
h2 [SinglePointCrossover,LocalMoveOperator] 8244
h3 [SinglePointCrossover,SegmentMutation] 8316
h4 [SinglePointCrossover,OppositeMoveOperator] 8242
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 8462
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 8361
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 8259
h8 [IntegerTwoPointsCrossover,SegmentMutation] 8233
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 8255
h10 [MultiPointsCrossover,BitFlipMutation] 8190
h11 [MultiPointsCrossover,LoopMoveOperator] 8424
h12 [MultiPointsCrossover,LocalMoveOperator] 8309
h13 [MultiPointsCrossover,SegmentMutation] 8319
h14 [MultiPointsCrossover,OppositeMoveOperator] 8489
