h0 [SinglePointCrossover,BitFlipMutation] 166832
h1 [SinglePointCrossover,LoopMoveOperator] 166382
h2 [SinglePointCrossover,LocalMoveOperator] 166806
h3 [SinglePointCrossover,SegmentMutation] 167074
h4 [SinglePointCrossover,OppositeMoveOperator] 166740
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 166315
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 166052
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 166624
h8 [IntegerTwoPointsCrossover,SegmentMutation] 166615
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 166660
h10 [MultiPointsCrossover,BitFlipMutation] 166977
h11 [MultiPointsCrossover,LoopMoveOperator] 166463
h12 [MultiPointsCrossover,LocalMoveOperator] 166339
h13 [MultiPointsCrossover,SegmentMutation] 166847
h14 [MultiPointsCrossover,OppositeMoveOperator] 167274
