h0 [SinglePointCrossover,BitFlipMutation] 8378
h1 [SinglePointCrossover,LoopMoveOperator] 8322
h2 [SinglePointCrossover,LocalMoveOperator] 8317
h3 [SinglePointCrossover,SegmentMutation] 8182
h4 [SinglePointCrossover,OppositeMoveOperator] 8316
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 8285
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 8207
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 8311
h8 [IntegerTwoPointsCrossover,SegmentMutation] 8313
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 8293
h10 [MultiPointsCrossover,BitFlipMutation] 8407
h11 [MultiPointsCrossover,LoopMoveOperator] 8438
h12 [MultiPointsCrossover,LocalMoveOperator] 8388
h13 [MultiPointsCrossover,SegmentMutation] 8317
h14 [MultiPointsCrossover,OppositeMoveOperator] 8276
