h0 [SinglePointCrossover,BitFlipMutation] 8323
h1 [SinglePointCrossover,LoopMoveOperator] 8208
h2 [SinglePointCrossover,LocalMoveOperator] 8416
h3 [SinglePointCrossover,SegmentMutation] 8325
h4 [SinglePointCrossover,OppositeMoveOperator] 8325
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 8345
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 8218
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 8318
h8 [IntegerTwoPointsCrossover,SegmentMutation] 8454
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 8170
h10 [MultiPointsCrossover,BitFlipMutation] 8404
h11 [MultiPointsCrossover,LoopMoveOperator] 8451
h12 [MultiPointsCrossover,LocalMoveOperator] 8356
h13 [MultiPointsCrossover,SegmentMutation] 8208
h14 [MultiPointsCrossover,OppositeMoveOperator] 8229
