h0 [SinglePointCrossover,BitFlipMutation] 16699
h1 [SinglePointCrossover,LoopMoveOperator] 16286
h2 [SinglePointCrossover,LocalMoveOperator] 16726
h3 [SinglePointCrossover,SegmentMutation] 16980
h4 [SinglePointCrossover,OppositeMoveOperator] 16568
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 16720
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 16704
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 16595
h8 [IntegerTwoPointsCrossover,SegmentMutation] 16587
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 16890
h10 [MultiPointsCrossover,BitFlipMutation] 16585
h11 [MultiPointsCrossover,LoopMoveOperator] 16666
h12 [MultiPointsCrossover,LocalMoveOperator] 16677
h13 [MultiPointsCrossover,SegmentMutation] 16653
h14 [MultiPointsCrossover,OppositeMoveOperator] 16664
