h0 [SinglePointCrossover,BitFlipMutation] 16750
h1 [SinglePointCrossover,LoopMoveOperator] 16530
h2 [SinglePointCrossover,LocalMoveOperator] 16850
h3 [SinglePointCrossover,SegmentMutation] 16686
h4 [SinglePointCrossover,OppositeMoveOperator] 16707
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 16753
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 16675
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 16684
h8 [IntegerTwoPointsCrossover,SegmentMutation] 16655
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 16578
h10 [MultiPointsCrossover,BitFlipMutation] 16783
h11 [MultiPointsCrossover,LoopMoveOperator] 16535
h12 [MultiPointsCrossover,LocalMoveOperator] 16631
h13 [MultiPointsCrossover,SegmentMutation] 16476
h14 [MultiPointsCrossover,OppositeMoveOperator] 16707
