h0 [SinglePointCrossover,BitFlipMutation] 166201
h1 [SinglePointCrossover,LoopMoveOperator] 166586
h2 [SinglePointCrossover,LocalMoveOperator] 166892
h3 [SinglePointCrossover,SegmentMutation] 166575
h4 [SinglePointCrossover,OppositeMoveOperator] 166931
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 166212
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 166228
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 167002
h8 [IntegerTwoPointsCrossover,SegmentMutation] 167117
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 166972
h10 [MultiPointsCrossover,BitFlipMutation] 166862
h11 [MultiPointsCrossover,LoopMoveOperator] 166769
h12 [MultiPointsCrossover,LocalMoveOperator] 166767
h13 [MultiPointsCrossover,SegmentMutation] 166352
h14 [MultiPointsCrossover,OppositeMoveOperator] 166534
