h0 [SinglePointCrossover,BitFlipMutation] 1634
h1 [SinglePointCrossover,LoopMoveOperator] 1693
h2 [SinglePointCrossover,LocalMoveOperator] 1699
h3 [SinglePointCrossover,SegmentMutation] 1660
h4 [SinglePointCrossover,OppositeMoveOperator] 1677
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1657
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1704
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1648
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1669
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1697
h10 [MultiPointsCrossover,BitFlipMutation] 1610
h11 [MultiPointsCrossover,LoopMoveOperator] 1707
h12 [MultiPointsCrossover,LocalMoveOperator] 1653
h13 [MultiPointsCrossover,SegmentMutation] 1662
h14 [MultiPointsCrossover,OppositeMoveOperator] 1630
