h0 [SinglePointCrossover,BitFlipMutation] 166360
h1 [SinglePointCrossover,LoopMoveOperator] 166639
h2 [SinglePointCrossover,LocalMoveOperator] 166853
h3 [SinglePointCrossover,SegmentMutation] 166462
h4 [SinglePointCrossover,OppositeMoveOperator] 166090
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 166799
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 166480
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 166642
h8 [IntegerTwoPointsCrossover,SegmentMutation] 167073
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 166466
h10 [MultiPointsCrossover,BitFlipMutation] 166700
h11 [MultiPointsCrossover,LoopMoveOperator] 166558
h12 [MultiPointsCrossover,LocalMoveOperator] 167759
h13 [MultiPointsCrossover,SegmentMutation] 166175
h14 [MultiPointsCrossover,OppositeMoveOperator] 166944
