h0 [SinglePointCrossover,BitFlipMutation] 16471
h1 [SinglePointCrossover,LoopMoveOperator] 16782
h2 [SinglePointCrossover,LocalMoveOperator] 16530
h3 [SinglePointCrossover,SegmentMutation] 16906
h4 [SinglePointCrossover,OppositeMoveOperator] 16641
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 16723
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 16662
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 16779
h8 [IntegerTwoPointsCrossover,SegmentMutation] 16538
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 16707
h10 [MultiPointsCrossover,BitFlipMutation] 16632
h11 [MultiPointsCrossover,LoopMoveOperator] 16690
h12 [MultiPointsCrossover,LocalMoveOperator] 16813
h13 [MultiPointsCrossover,SegmentMutation] 16562
h14 [MultiPointsCrossover,OppositeMoveOperator] 16564
