h0 [SinglePointCrossover,BitFlipMutation] 1657
h1 [SinglePointCrossover,LoopMoveOperator] 1673
h2 [SinglePointCrossover,LocalMoveOperator] 1672
h3 [SinglePointCrossover,SegmentMutation] 1683
h4 [SinglePointCrossover,OppositeMoveOperator] 1646
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1666
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1690
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1648
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1651
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1648
h10 [MultiPointsCrossover,BitFlipMutation] 1681
h11 [MultiPointsCrossover,LoopMoveOperator] 1653
h12 [MultiPointsCrossover,LocalMoveOperator] 1699
h13 [MultiPointsCrossover,SegmentMutation] 1641
h14 [MultiPointsCrossover,OppositeMoveOperator] 1692
