h0 [SinglePointCrossover,BitFlipMutation] 8224
h1 [SinglePointCrossover,LoopMoveOperator] 8403
h2 [SinglePointCrossover,LocalMoveOperator] 8380
h3 [SinglePointCrossover,SegmentMutation] 8254
h4 [SinglePointCrossover,OppositeMoveOperator] 8366
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 8416
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 8289
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 8434
h8 [IntegerTwoPointsCrossover,SegmentMutation] 8136
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 8239
h10 [MultiPointsCrossover,BitFlipMutation] 8449
h11 [MultiPointsCrossover,LoopMoveOperator] 8408
h12 [MultiPointsCrossover,LocalMoveOperator] 8280
h13 [MultiPointsCrossover,SegmentMutation] 8240
h14 [MultiPointsCrossover,OppositeMoveOperator] 8232
