h0 [SinglePointCrossover,BitFlipMutation] 8181
h1 [SinglePointCrossover,LoopMoveOperator] 8281
h2 [SinglePointCrossover,LocalMoveOperator] 8281
h3 [SinglePointCrossover,SegmentMutation] 8368
h4 [SinglePointCrossover,OppositeMoveOperator] 8295
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 8313
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 8313
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 8292
h8 [IntegerTwoPointsCrossover,SegmentMutation] 8241
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 8373
h10 [MultiPointsCrossover,BitFlipMutation] 8489
h11 [MultiPointsCrossover,LoopMoveOperator] 8345
h12 [MultiPointsCrossover,LocalMoveOperator] 8351
h13 [MultiPointsCrossover,SegmentMutation] 8340
h14 [MultiPointsCrossover,OppositeMoveOperator] 8287
