h0 [SinglePointCrossover,BitFlipMutation] 8193
h1 [SinglePointCrossover,LoopMoveOperator] 8299
h2 [SinglePointCrossover,LocalMoveOperator] 8477
h3 [SinglePointCrossover,SegmentMutation] 8178
h4 [SinglePointCrossover,OppositeMoveOperator] 8313
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 8575
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 8221
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 8292
h8 [IntegerTwoPointsCrossover,SegmentMutation] 8319
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 8387
h10 [MultiPointsCrossover,BitFlipMutation] 8285
h11 [MultiPointsCrossover,LoopMoveOperator] 8180
h12 [MultiPointsCrossover,LocalMoveOperator] 8199
h13 [MultiPointsCrossover,SegmentMutation] 8454
h14 [MultiPointsCrossover,OppositeMoveOperator] 8378
