h0 [SinglePointCrossover,BitFlipMutation] 167091
h1 [SinglePointCrossover,LoopMoveOperator] 166196
h2 [SinglePointCrossover,LocalMoveOperator] 166475
h3 [SinglePointCrossover,SegmentMutation] 166855
h4 [SinglePointCrossover,OppositeMoveOperator] 166343
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 166661
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 166749
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 165933
h8 [IntegerTwoPointsCrossover,SegmentMutation] 166705
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 166799
h10 [MultiPointsCrossover,BitFlipMutation] 167768
h11 [MultiPointsCrossover,LoopMoveOperator] 166482
h12 [MultiPointsCrossover,LocalMoveOperator] 166498
h13 [MultiPointsCrossover,SegmentMutation] 166984
h14 [MultiPointsCrossover,OppositeMoveOperator] 166461
