h0 [SinglePointCrossover,BitFlipMutation] 16730
h1 [SinglePointCrossover,LoopMoveOperator] 16584
h2 [SinglePointCrossover,LocalMoveOperator] 16923
h3 [SinglePointCrossover,SegmentMutation] 16442
h4 [SinglePointCrossover,OppositeMoveOperator] 16650
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 16746
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 16439
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 16681
h8 [IntegerTwoPointsCrossover,SegmentMutation] 16696
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 16531
h10 [MultiPointsCrossover,BitFlipMutation] 16695
h11 [MultiPointsCrossover,LoopMoveOperator] 16726
h12 [MultiPointsCrossover,LocalMoveOperator] 16568
h13 [MultiPointsCrossover,SegmentMutation] 16698
h14 [MultiPointsCrossover,OppositeMoveOperator] 16891
