h0 [SinglePointCrossover,BitFlipMutation] 84000
h1 [SinglePointCrossover,LoopMoveOperator] 83180
h2 [SinglePointCrossover,LocalMoveOperator] 83417
h3 [SinglePointCrossover,SegmentMutation] 83032
h4 [SinglePointCrossover,OppositeMoveOperator] 83060
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 83228
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 83753
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 83489
h8 [IntegerTwoPointsCrossover,SegmentMutation] 82805
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 83028
h10 [MultiPointsCrossover,BitFlipMutation] 83521
h11 [MultiPointsCrossover,LoopMoveOperator] 83228
h12 [MultiPointsCrossover,LocalMoveOperator] 82895
h13 [MultiPointsCrossover,SegmentMutation] 83246
h14 [MultiPointsCrossover,OppositeMoveOperator] 83618
