h0 [SinglePointCrossover,BitFlipMutation] 8328
h1 [SinglePointCrossover,LoopMoveOperator] 8449
h2 [SinglePointCrossover,LocalMoveOperator] 8299
h3 [SinglePointCrossover,SegmentMutation] 8229
h4 [SinglePointCrossover,OppositeMoveOperator] 8312
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 8264
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 8242
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 8327
h8 [IntegerTwoPointsCrossover,SegmentMutation] 8320
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 8400
h10 [MultiPointsCrossover,BitFlipMutation] 8431
h11 [MultiPointsCrossover,LoopMoveOperator] 8363
h12 [MultiPointsCrossover,LocalMoveOperator] 8149
h13 [MultiPointsCrossover,SegmentMutation] 8325
h14 [MultiPointsCrossover,OppositeMoveOperator] 8312
