h0 [SinglePointCrossover,BitFlipMutation] 166505
h1 [SinglePointCrossover,LoopMoveOperator] 166098
h2 [SinglePointCrossover,LocalMoveOperator] 166525
h3 [SinglePointCrossover,SegmentMutation] 166827
h4 [SinglePointCrossover,OppositeMoveOperator] 166805
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 167077
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 167391
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 166340
h8 [IntegerTwoPointsCrossover,SegmentMutation] 166220
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 165932
h10 [MultiPointsCrossover,BitFlipMutation] 166866
h11 [MultiPointsCrossover,LoopMoveOperator] 166745
h12 [MultiPointsCrossover,LocalMoveOperator] 166910
h13 [MultiPointsCrossover,SegmentMutation] 166861
h14 [MultiPointsCrossover,OppositeMoveOperator] 166898
