h0 [SinglePointCrossover,BitFlipMutation] 166838
h1 [SinglePointCrossover,LoopMoveOperator] 166057
h2 [SinglePointCrossover,LocalMoveOperator] 166605
h3 [SinglePointCrossover,SegmentMutation] 166957
h4 [SinglePointCrossover,OppositeMoveOperator] 166528
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 167290
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 166668
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 166005
h8 [IntegerTwoPointsCrossover,SegmentMutation] 166594
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 166612
h10 [MultiPointsCrossover,BitFlipMutation] 166725
h11 [MultiPointsCrossover,LoopMoveOperator] 166628
h12 [MultiPointsCrossover,LocalMoveOperator] 166707
h13 [MultiPointsCrossover,SegmentMutation] 166963
h14 [MultiPointsCrossover,OppositeMoveOperator] 166823
