h0 [SinglePointCrossover,BitFlipMutation] 8249
h1 [SinglePointCrossover,LoopMoveOperator] 8350
h2 [SinglePointCrossover,LocalMoveOperator] 8180
h3 [SinglePointCrossover,SegmentMutation] 8357
h4 [SinglePointCrossover,OppositeMoveOperator] 8320
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 8373
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 8360
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 8230
h8 [IntegerTwoPointsCrossover,SegmentMutation] 8292
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 8124
h10 [MultiPointsCrossover,BitFlipMutation] 8396
h11 [MultiPointsCrossover,LoopMoveOperator] 8585
h12 [MultiPointsCrossover,LocalMoveOperator] 8399
h13 [MultiPointsCrossover,SegmentMutation] 8259
h14 [MultiPointsCrossover,OppositeMoveOperator] 8276
