h0 [SinglePointCrossover,BitFlipMutation] 166754
h1 [SinglePointCrossover,LoopMoveOperator] 166740
h2 [SinglePointCrossover,LocalMoveOperator] 166574
h3 [SinglePointCrossover,SegmentMutation] 166135
h4 [SinglePointCrossover,OppositeMoveOperator] 167164
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 166856
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 166810
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 166254
h8 [IntegerTwoPointsCrossover,SegmentMutation] 166340
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 167338
h10 [MultiPointsCrossover,BitFlipMutation] 166621
h11 [MultiPointsCrossover,LoopMoveOperator] 166554
h12 [MultiPointsCrossover,LocalMoveOperator] 166107
h13 [MultiPointsCrossover,SegmentMutation] 166926
h14 [MultiPointsCrossover,OppositeMoveOperator] 166827
