h0 [SinglePointCrossover,BitFlipMutation] 83101
h1 [SinglePointCrossover,LoopMoveOperator] 83339
h2 [SinglePointCrossover,LocalMoveOperator] 82890
h3 [SinglePointCrossover,SegmentMutation] 83470
h4 [SinglePointCrossover,OppositeMoveOperator] 83494
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 82982
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 82825
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 83333
h8 [IntegerTwoPointsCrossover,SegmentMutation] 83565
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 83733
h10 [MultiPointsCrossover,BitFlipMutation] 83774
h11 [MultiPointsCrossover,LoopMoveOperator] 83028
h12 [MultiPointsCrossover,LocalMoveOperator] 83129
h13 [MultiPointsCrossover,SegmentMutation] 83255
h14 [MultiPointsCrossover,OppositeMoveOperator] 83582
