h0 [SinglePointCrossover,BitFlipMutation] 167173
h1 [SinglePointCrossover,LoopMoveOperator] 166879
h2 [SinglePointCrossover,LocalMoveOperator] 166352
h3 [SinglePointCrossover,SegmentMutation] 167200
h4 [SinglePointCrossover,OppositeMoveOperator] 166646
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 165958
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 167117
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 166352
h8 [IntegerTwoPointsCrossover,SegmentMutation] 166783
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 166944
h10 [MultiPointsCrossover,BitFlipMutation] 165894
h11 [MultiPointsCrossover,LoopMoveOperator] 166737
h12 [MultiPointsCrossover,LocalMoveOperator] 166530
h13 [MultiPointsCrossover,SegmentMutation] 166737
h14 [MultiPointsCrossover,OppositeMoveOperator] 166698
